,$b$,$\sigma(RC)$,$Q$,$o$,$\sigma(o)$,$b$err,$\sigma(RC)$err,$Q$err,$o$err,$\sigma(o)$err
0,-1.67803344776,0.0888664840823,0.314700054001,0.646523971321,0.105901862308,0.00845861805224,0.00969447497893,0.0239009147502,0.014487390358,0.00748514511456
