,Unnamed: 0,#Id,age,age_68L,age_68U,age_95L,age_95U,mass,mass_68L,mass_68U,mass_95L,mass_95U,logg,logg_68L,logg_68U,logg_95L,logg_95U,rad,rad_68L,rad_68U,rad_95L,rad_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,g,g_68L,g_68U,g_95L,g_95U,r,r_68L,r_68U,r_95L,r_95U,i,i_68L,i_68U,i_95L,i_95U,z,z_68L,z_68U,z_95L,z_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,M_j,J_68L,J_68U,J_95L,J_95U,M_h,H_68L,H_68U,H_95L,H_95U,M_ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,Av,Av_68L,Av_68U,Av_95L,Av_95U,mu0,mu0_68L,mu0_68U,mu0_95L,mu0_95U,dist,dist_68L,dist_68U,dist_95L,dist_95U,nfil,fils,nmx,nmx_err,dnu,dnu_err,Teff,Teff_err,Glat,Glon,feh,feh_err,alpha,m_seismo,logAge,B,BDnu,Bnumax,Nseismo,S,SDnu,Snumax,Y,YDnu,Ynumax,e_BDnu,e_Bnumax,e_SDnu,e_Snumax,e_YDnu,e_Ynumax,Z,Aks,Ks,Aj,J,Ah,H,L,logL,logT,sig_M,est_type
100,,212332022,6.1317,3.6634,10.6325,2.2956,17.3807,1.1568,0.9995,1.338,0.8773,1.5295,3.0716,3.0615,3.0816,3.0523,3.0911,5.0773,4.7456,5.4356,4.4744,5.7877,-2.0725,-2.1,-2.0459,-2.126,-2.0235,1.9488,1.7648,2.1416,1.5953,2.3156,2.0219,1.8254,2.2304,1.6447,2.4231,2.7455,2.5208,2.9843,2.317,3.2128,1.9497,1.7532,2.1584,1.573,2.3506,1.714,1.5258,1.9124,1.3527,2.0933,1.5921,1.4106,1.7826,1.2432,1.9544,2.4855,2.2591,2.7289,2.0549,2.9657,0.5307,0.3597,0.7071,0.2024,0.8642,0.0147,-0.1443,0.176,-0.2904,0.3177,-0.0628,-0.2203,0.0961,-0.3653,0.2355,-0.097,-0.2536,0.061,-0.3982,0.1997,-0.0339,-0.1915,0.1263,-0.337,0.2666,-0.1242,-0.2808,0.0334,-0.4248,0.1714,-0.1331,-0.2888,0.0241,-0.4325,0.1617,0.4012,0.1887,0.6088,-0.0183,0.8069,10.2282,10.1065,10.3484,9.9856,10.4664,1110.8276,1050.2675,1174.0199,993.3846,1239.5673,6,griJHKs,149.76,3.0806,11.878,0.4064,4712,100,44.357,321.076,-0.366,0.2,-99.9,1.4035068596,9.7875808984,1,11.878,149.76,3,1,12.17,148.41,1,12.38,149.5,0.144,2.5,0.02,12.67,0.38,1.8,0.8015955029,0.0457368,10.2111368,0.1131384,10.8720384,0.076228,10.319128,4.38251798443e+27,1.05875177787,3.67320528178,0.22373077571,RGB
101,,212333310,19.3189,10.1798,30.7872,4.9912,37.2992,0.7248,0.6387,0.8682,0.6048,1.0607,2.5196,2.5032,2.536,2.4874,2.5517,7.6064,7.1781,8.257,6.9433,9.0506,-2.8032,-2.8366,-2.774,-2.8732,-2.7487,1.0238,0.8183,1.1685,0.5882,1.2535,1.1065,0.8941,1.2566,0.6564,1.3477,1.7393,1.5115,1.9063,1.2575,2.0272,1.0525,0.8402,1.2021,0.6025,1.2911,0.8144,0.6076,0.9599,0.3757,1.0444,0.6904,0.4876,0.8325,0.2603,0.9132,1.4622,1.2386,1.6247,0.99,1.7408,-0.3507,-0.5463,-0.2143,-0.7654,-0.1397,-0.8673,-1.0545,-0.7366,-1.2641,-0.6652,-0.9376,-1.1234,-0.8077,-1.3311,-0.7361,-0.9732,-1.1585,-0.8437,-1.3657,-0.7726,-0.9437,-1.13,-0.813,-1.3388,-0.7403,-1.0112,-1.196,-0.8819,-1.4029,-0.8112,-1.028,-1.2129,-0.8986,-1.4197,-0.8276,0.2513,0.0861,0.4285,-0.0778,0.6193,12.2896,12.1957,12.4139,12.1277,12.5538,2870.1994,2748.8268,3039.3522,2664.0517,3241.5995,6,griJHKs,41.8,1.6901,5.116,0.2348,4795,100,44.871,318.7,-1.1,0.2,-99.9,0.9102947245,10.2859823945,1,5.116,41.8,3,1,5.08,41.85,1,5.17,41.3,0.082,1.08,0.01,22.6,0.22,1.3,2.0469812984,0.0286482,11.3806482,0.0708666,12.0097666,0.047747,11.470047,1.05475039271e+28,1.44017776665,3.68078861151,0.226706087258,RGB
102,,212334630,19.6699,9.4515,31.7132,4.1302,37.9975,0.7473,0.6556,0.9173,0.6177,1.1648,2.6016,2.5865,2.6163,2.5723,2.6304,7.0239,6.591,7.7505,6.3524,8.6977,-2.6867,-2.7285,-2.6535,-2.7768,-2.6263,1.2548,1.0134,1.4111,0.7342,1.491,1.3444,1.0939,1.5078,0.8054,1.5976,2.019,1.753,2.2018,1.4546,2.323,1.286,1.035,1.4491,0.7454,1.5372,1.0416,0.7965,1.2,0.513,1.2821,0.9121,0.6719,1.0668,0.393,1.1447,1.7376,1.4742,1.918,1.1777,2.0393,-0.1461,-0.3787,0.0026,-0.65,0.075,-0.6788,-0.9019,-0.5361,-1.1634,-0.4625,-0.7521,-0.974,-0.6104,-1.234,-0.5358,-0.7881,-1.0092,-0.6466,-1.2685,-0.5724,-0.7439,-0.9653,-0.6021,-1.2242,-0.5307,-0.8234,-1.0439,-0.6822,-1.3023,-0.6087,-0.8377,-1.0579,-0.6966,-1.3157,-0.6226,0.5072,0.3285,0.7037,0.1459,0.9277,12.2468,12.1499,12.3814,12.0791,12.5469,2814.2864,2691.4339,2994.2169,2605.0835,3231.3441,6,griJHKs,51.04,1.7557,5.573,0.4091,4669,100,44.299,321.681,-0.93,0.2,-99.9,1.1308475001,10.293802152,1,5.573,51.04,3,1,5.43,49.78,1,5.5,50.9,0.086,1.18,0.03,14.08,0.4,1.3,1.9873548515,0.0578208,11.5525208,0.1430304,12.2437304,0.096368,11.664368,8.08516830896e+27,1.32471713594,3.66922387393,0.263284067121,RGB
103,,212334691,12.1171,6.6894,21.5512,3.7009,32.9204,0.8298,0.7097,0.9831,0.6334,1.1687,2.7652,2.7531,2.7771,2.7424,2.7887,6.1224,5.6928,6.627,5.4058,7.193,-2.4606,-2.4931,-2.4311,-2.5265,-2.408,1.4141,1.215,1.6061,1.0233,1.7442,1.4777,1.2721,1.6768,1.075,1.8217,2.0785,1.857,2.2994,1.656,2.469,1.4224,1.2168,1.621,1.0186,1.7646,1.1999,0.9998,1.392,0.8052,1.5296,1.088,0.8925,1.2752,0.7005,1.4085,1.8144,1.5976,2.0299,1.398,2.1952,0.0666,-0.1221,0.2447,-0.3106,0.3699,-0.4252,-0.606,-0.2571,-0.7897,-0.1386,-0.4916,-0.6709,-0.325,-0.8543,-0.2078,-0.525,-0.7037,-0.3591,-0.8861,-0.2421,-0.4979,-0.6771,-0.3296,-0.8577,-0.211,-0.5608,-0.7389,-0.3951,-0.9207,-0.2782,-0.5774,-0.7553,-0.4116,-0.9362,-0.2946,0.4742,0.2508,0.696,0.0476,0.8996,10.3991,10.2605,10.5398,10.1426,10.6688,1201.7791,1127.4709,1282.196,1067.896,1360.7178,6,griJHKs,73.49,1.9681,7.429,0.3052,4784,100,45.412,315.661,-1.149,0.2,-99.9,1.1087725658,10.083398692,1,7.429,73.49,3,1,7.37,73.45,1,7.45,73.6,0.095,1.56,0.03,0.82,0.29,1.2,0.8809073557,0.0540588,9.9615588,0.1337244,10.5994244,0.090098,10.063998,6.77087839901e+27,1.24767308509,3.67979117098,0.244753038796,RGB
104,,212335034,1.1862,0.5623,2.5969,0.4161,6.1376,1.6326,1.2733,2.1493,0.9938,2.4185,2.3396,2.3193,2.3592,2.3001,2.3772,14.0085,12.4597,15.862,11.1329,16.9775,-3.2447,-3.2953,-3.1948,-3.3381,-3.1501,-0.3858,-0.7004,-0.0964,-0.8779,0.1859,-0.3199,-0.6447,-0.0217,-0.8266,0.2694,0.2762,-0.0697,0.5911,-0.2727,0.9011,-0.3732,-0.6983,-0.0747,-0.8795,0.2169,-0.5983,-0.9146,-0.3072,-1.0897,-0.0227,-0.712,-1.0214,-0.4265,-1.1925,-0.1476,0.0074,-0.3308,0.317,-0.5258,0.621,-1.7316,-2.0303,-1.455,-2.1937,-1.1855,-2.222,-2.5074,-1.9558,-2.663,-1.6977,-2.288,-2.5712,-2.0237,-2.7255,-1.7677,-2.3221,-2.604,-2.0585,-2.758,-1.8035,-2.3016,-2.5851,-2.0369,-2.7418,-1.7802,-2.3603,-2.6415,-2.0975,-2.7951,-1.8432,-2.3784,-2.6594,-2.1157,-2.8133,-1.8613,0.1444,-0.1593,0.4549,-0.4746,0.7572,12.8551,12.6712,13.0382,12.4775,13.2979,3724.0847,3421.7416,4051.7243,3129.6241,4566.5302,6,griJHKs,27.87,1.2676,2.898,0.2303,4975,100,44.694,319.872,-1.139,0.2,-99.9,2.7694875409,9.0741579197,1,2.898,27.87,3,1,2.71,27.6,1,3.13,29.6,0.068,0.63,0.01,5.99,0.22,1.1,2.6396260953,0.0164616,10.5835616,0.0407208,11.1642208,0.027436,10.660536,4.1456490955e+28,2.03462060977,3.69679308508,0.387371565812,RC
105,,212335603,30.4739,24.1024,36.3417,19.9105,38.8667,0.6577,0.6262,0.7036,0.6141,0.7419,2.5577,2.5454,2.5699,2.5357,2.5811,6.9241,6.7394,7.1689,6.6085,7.4139,-2.7225,-2.7441,-2.7015,-2.7647,-2.6829,1.3056,1.2269,1.3654,1.1506,1.4066,1.4008,1.3205,1.4615,1.2425,1.5033,2.0861,2.0047,2.1477,1.9266,2.1891,1.3427,1.262,1.4035,1.1842,1.4448,1.0941,1.0142,1.1542,0.9366,1.1953,0.9611,0.8818,1.0209,0.8051,1.0625,1.7997,1.7183,1.8619,1.6398,1.9048,-0.1021,-0.1806,-0.0428,-0.2568,-0.001,-0.6413,-0.7182,-0.5822,-0.7931,-0.54,-0.7153,-0.7916,-0.6564,-0.867,-0.6145,-0.7517,-0.8281,-0.6932,-0.9033,-0.652,-0.7076,-0.7839,-0.6494,-0.8587,-0.6083,-0.7877,-0.8642,-0.7295,-0.9388,-0.6884,-0.8021,-0.8784,-0.7433,-0.9529,-0.7011,0.1818,0.0976,0.268,0.016,0.3528,9.7721,9.7251,9.8263,9.6848,9.8842,900.3503,881.075,923.1282,864.8891,948.0787,6,griJHKs,47.38,1.4719,5.144,0.3003,4510,100,45.594,314.556,-1.297,0.2,-99.9,1.1831465694,10.4839280381,1,5.144,47.38,3,1,5.24,46.7,1,5.28,47.1,0.078,1.08,0.29,3.14,0.29,1.0,0.6687684036,0.0207252,9.0775252,0.0512676,9.7212676,0.034542,9.165342,6.84021511806e+27,1.25209783097,3.65417654188,0.0963893147605,RGB
106,,212336452,4.6382,1.6352,11.9481,1.1498,24.9554,1.0728,0.8189,1.4912,0.6677,1.6964,2.5128,2.4975,2.5277,2.4825,2.5418,9.2997,8.2009,10.9009,7.4635,11.5475,-2.8952,-2.9578,-2.8446,-2.9877,-2.8063,0.4985,0.0329,0.8102,-0.1249,1.0422,0.5659,0.0703,0.886,-0.0944,1.1244,1.1535,0.615,1.4932,0.4216,1.7469,0.5136,0.0152,0.8337,-0.149,1.0719,0.2897,-0.1844,0.6024,-0.3408,0.8354,0.1764,-0.2783,0.4835,-0.4283,0.7123,0.8892,0.3651,1.2224,0.1836,1.4713,-0.842,-1.2683,-0.5445,-1.4094,-0.3226,-1.3321,-1.7218,-1.0458,-1.8548,-0.8323,-1.3983,-1.782,-1.1141,-1.9138,-0.9018,-1.4324,-1.812,-1.1493,-1.9434,-0.9376,-1.4136,-1.7928,-1.1288,-1.9252,-0.9158,-1.4708,-1.8469,-1.1883,-1.9781,-0.9771,-1.4893,-1.8637,-1.2067,-1.9944,-0.9955,0.2701,-0.1353,0.6498,-0.5035,1.0904,12.6413,12.4205,13.0781,12.2343,13.2434,3374.9184,3048.6247,4126.7904,2798.139,4453.3672,5,grJHKs,40.34,1.3454,4.724,0.2338,5037,100,45.443,315.791,-1.091,0.2,-99.9,1.2117651514,9.6663494716,1,4.724,40.34,3,1,4.69,40.22,1,4.84,39.8,0.079,1.0,0.1,1.88,0.22,0.9,2.4262734777,0.0307914,11.2737914,0.0761682,11.8754682,0.051319,11.360519,1.91982927889e+28,1.70029068161,3.70217195086,0.477488565308,RGB
107,,212336755,20.6393,9.2338,32.1974,5.2343,38.096,0.7428,0.6468,0.9255,0.6119,1.081,2.3699,2.3529,2.3891,2.3363,2.4078,9.1161,8.5302,10.2138,8.2368,10.7093,-3.0321,-3.0802,-2.9931,-3.0993,-2.9643,0.7538,0.3593,0.9089,0.2359,0.9883,0.8618,0.4173,1.0236,0.2877,1.1117,1.5615,1.0723,1.7442,0.9112,1.8615,0.8047,0.3533,0.966,0.2259,1.0528,0.5473,0.1276,0.7045,0.0059,0.7861,0.4076,0.0137,0.5619,-0.1039,0.6401,1.2699,0.7891,1.45,0.6356,1.5667,-0.6678,-1.0241,-0.5177,-1.1314,-0.4459,-1.2223,-1.523,-1.0751,-1.6262,-1.0038,-1.2994,-1.5935,-1.1524,-1.6966,-1.0801,-1.337,-1.6278,-1.1903,-1.7295,-1.1178,-1.2885,-1.5781,-1.143,-1.6825,-1.0724,-1.3735,-1.66,-1.2274,-1.7628,-1.1555,-1.3878,-1.6719,-1.242,-1.7747,-1.1711,0.0634,-0.0713,0.2117,-0.3357,0.6895,10.0759,10.0033,10.1863,9.9371,10.5239,1035.555,1001.5269,1089.591,971.453,1272.8811,6,griJHKs,28.9,1.6536,4.154,0.1686,4747,100,44.976,318.657,-0.734,0.2,-99.9,0.6817871531,10.3146949637,1,4.154,28.9,3,1,3.96,27.33,1,4.04,28.9,0.077,0.88,0.07,2.26,0.15,1.4,0.7571482955,0.0072276,8.7837276,0.0178788,9.4259788,0.012046,8.865646,1.45523126791e+28,1.57996008854,3.67641923172,0.328791438453,RGB
108,,212338139,12.0012,6.7332,24.7153,4.5123,36.1411,0.8556,0.7031,0.9785,0.6147,1.1034,2.3682,2.3549,2.3844,2.341,2.4016,9.891,8.8834,10.4054,8.2871,10.8831,-3.0685,-3.0847,-3.0179,-3.1044,-2.9748,0.3663,0.258,0.7514,0.1302,0.927,0.4154,0.3049,0.8505,0.1729,1.0336,1.0432,0.909,1.5211,0.756,1.7327,0.3531,0.2447,0.7954,0.1142,0.9778,0.1351,0.0298,0.544,-0.0967,0.7215,0.0279,-0.0766,0.4098,-0.1989,0.5833,0.7661,0.6389,1.2329,0.4932,1.44,-0.9938,-1.0966,-0.6519,-1.2091,-0.4839,-1.4759,-1.5818,-1.1916,-1.6859,-1.028,-1.5422,-1.6483,-1.2653,-1.7506,-1.1017,-1.575,-1.6815,-1.3019,-1.7835,-1.1389,-1.5341,-1.6408,-1.2623,-1.747,-1.1009,-1.6078,-1.7144,-1.3392,-1.8168,-1.1775,-1.6209,-1.7278,-1.3542,-1.8301,-1.1936,0.3835,0.2597,0.5075,0.1004,0.7068,9.582,9.5046,9.6488,9.3111,9.7133,824.8953,796.0049,850.6539,728.1553,876.3009,6,griJHKs,28.9,1.2799,4.274,0.2258,4873,100,44.468,321.376,-0.801,0.2,-99.9,0.6327650458,10.0792246733,1,4.274,28.9,2,0,-99.9,-99.9,1,4.34,29.6,0.083,0.91,-99.9,-99.9,0.21,0.9,0.6033490347,0.043719,8.083519,0.108147,8.696347,0.072865,8.178965,1.90240500074e+28,1.69633104978,3.68779641138,0.296531313692,RGB
109,,212338260,11.7701,5.5703,22.8924,2.5632,34.5352,0.8327,0.6927,1.0293,0.6196,1.2906,2.5359,2.5197,2.5521,2.5043,2.5674,7.9897,7.3472,8.8066,6.9681,9.7777,-2.8063,-2.8451,-2.7722,-2.8866,-2.7439,0.8954,0.6512,1.1068,0.3886,1.2403,0.9725,0.72,1.1915,0.4501,1.3308,1.5981,1.3276,1.8345,1.0388,1.9993,0.9182,0.6658,1.1371,0.3955,1.2755,0.6841,0.438,0.8972,0.1746,1.0302,0.5631,0.3221,0.7717,0.0638,0.9017,1.3232,1.0579,1.5552,0.7752,1.7143,-0.4728,-0.7051,-0.2721,-0.9544,-0.1494,-0.9824,-1.2046,-0.7909,-1.4436,-0.6731,-1.0515,-1.272,-0.8613,-1.5091,-0.7439,-1.0866,-1.3064,-0.897,-1.5428,-0.7798,-1.0577,-1.2789,-0.8665,-1.5169,-0.7487,-1.1241,-1.3434,-0.9349,-1.5792,-0.8179,-1.1409,-1.3602,-0.9517,-1.5959,-0.8347,0.3644,0.1202,0.6181,-0.0998,0.8625,11.573,11.4178,11.7359,11.2926,11.8964,2063.4705,1921.1249,2224.2139,1813.5227,2394.8598,6,griJHKs,43.56,1.6078,5.032,0.2366,4837,100,45.626,314.865,-1.07,0.2,-99.9,1.1152124806,10.0707801527,1,5.032,43.56,3,1,4.84,43.39,1,5.01,43.5,0.087,1.07,0.17,2.23,0.22,1.2,1.4986289046,0.0415416,10.5630416,0.1027608,11.2029608,0.069236,10.659836,1.20504211228e+28,1.49803029524,3.68457608739,0.291198025405,RGB
110,,212339544,12.3927,6.963,19.6812,4.1077,28.4817,0.8953,0.7828,1.0526,0.706,1.2315,2.8365,2.8263,2.8467,2.8178,2.8567,5.8612,5.4948,6.3209,5.2539,6.8121,-2.3707,-2.401,-2.3433,-2.4319,-2.3254,1.6507,1.4574,1.8048,1.2766,1.9257,1.734,1.5312,1.8946,1.3441,2.0269,2.4332,2.2164,2.6041,2.0262,2.7635,1.669,1.4656,1.8303,1.277,1.9624,1.4279,1.2306,1.5853,1.046,1.7095,1.3012,1.1088,1.4557,0.927,1.5747,2.1596,1.9435,2.331,1.754,2.4923,0.2389,0.0543,0.3894,-0.1226,0.4997,-0.2895,-0.4639,-0.1444,-0.6334,-0.0425,-0.3646,-0.5378,-0.2198,-0.7067,-0.1188,-0.3996,-0.572,-0.2551,-0.7408,-0.1545,-0.3449,-0.5178,-0.2017,-0.6857,-0.1004,-0.4308,-0.6027,-0.287,-0.7703,-0.1869,-0.4425,-0.6138,-0.2993,-0.7814,-0.1994,0.5481,0.3695,0.738,0.1938,0.934,10.6201,10.5084,10.7392,10.4123,10.8716,1330.5186,1263.8209,1405.5244,1209.0695,1493.927,6,griJHKs,88.15,2.0332,8.143,0.3273,4599,100,44.587,321.003,-0.832,0.2,-99.9,1.2494438152,10.0931659365,1,8.143,88.15,3,1,8.21,87.65,1,8.42,88.6,0.105,1.71,0.24,4.05,0.31,1.1,0.9586123304,0.0624834,10.3179834,0.1545642,11.0135642,0.104139,10.434739,5.29985087531e+27,1.1412917207,3.66266340957,0.225754911353,RGB
111,,212341040,0.7936,0.5309,1.2133,0.4532,2.17,2.0171,1.7231,2.3484,1.4352,2.4613,2.3365,2.3164,2.3556,2.2984,2.3724,15.6153,14.5561,16.6868,13.5135,17.2604,-3.2942,-3.3246,-3.2642,-3.3532,-3.2382,-0.4967,-0.6897,-0.2983,-0.7981,-0.1012,-0.4185,-0.6255,-0.205,-0.7436,0.0058,0.265,0.0307,0.5136,-0.1239,0.7516,-0.4814,-0.6877,-0.2687,-0.8036,-0.0576,-0.7206,-0.9178,-0.5177,-1.0253,-0.3152,-0.8455,-1.0352,-0.6509,-1.1364,-0.4545,-0.0242,-0.2534,0.2192,-0.3991,0.4554,-1.9011,-2.0772,-1.7216,-2.1652,-1.5355,-2.4221,-2.5829,-2.2571,-2.6617,-2.083,-2.496,-2.654,-2.3336,-2.7298,-2.161,-2.5318,-2.6887,-2.3706,-2.7652,-2.1984,-2.4797,-2.6396,-2.3148,-2.7203,-2.1418,-2.5653,-2.7218,-2.4039,-2.7986,-2.2329,-2.5774,-2.7338,-2.4159,-2.81,-2.2452,0.1551,-0.1908,0.4786,-0.5005,0.7475,13.1834,12.9973,13.3332,12.8784,13.4224,4331.8723,3976.1791,4641.2375,3764.321,4835.863,4,rJHKs,29.2,1.5352,2.862,0.1221,4894,100,45.869,313.544,-0.499,0.2,-99.9,3.2670696309,8.8996016591,1,2.862,29.2,2,0,-99.9,-99.9,1,3.06,28.6,0.07,0.63,-99.9,-99.9,0.1,1.4,3.1294236229,0.0176814,10.7050814,0.0437382,11.3260382,0.029469,10.790769,4.8238462181e+28,2.10042152515,3.68966396502,0.226578374961,RC
112,,212341571,15.8461,7.7634,28.171,3.7572,37.1001,0.8248,0.7022,1.0062,0.6457,1.2404,2.7597,2.748,2.7714,2.737,2.7824,6.1491,5.6945,6.7549,5.4495,7.4642,-2.4689,-2.5076,-2.4361,-2.5484,-2.4108,1.5578,1.3176,1.7502,1.0667,1.8499,1.6464,1.3944,1.8489,1.1322,1.9618,2.3422,2.0719,2.5658,1.7915,2.7198,1.5833,1.331,1.7862,1.0684,1.8977,1.3394,1.0945,1.5359,0.8388,1.6394,1.2102,0.9714,1.4016,0.7217,1.4999,2.0662,1.797,2.2897,1.5184,2.4473,0.1461,-0.0829,0.3294,-0.3234,0.4207,-0.3878,-0.6043,-0.2134,-0.8329,-0.1238,-0.4632,-0.6779,-0.29,-0.905,-0.1991,-0.4986,-0.7126,-0.3258,-0.9391,-0.2351,-0.446,-0.6608,-0.273,-0.8873,-0.1847,-0.531,-0.7444,-0.3589,-0.9697,-0.2694,-0.5437,-0.7565,-0.3719,-0.9817,-0.2818,0.297,0.0686,0.5384,-0.1386,0.7748,10.6539,10.5142,10.8152,10.4191,10.976,1351.4117,1267.1611,1455.5598,1212.8684,1567.4685,6,griJHKs,73.34,1.8925,7.316,0.3823,4681,100,45.12,318.593,-0.703,0.2,-99.9,1.1340398029,10.1999223923,1,7.316,73.34,3,1,7.37,74.04,1,7.36,73.9,0.096,1.54,0.15,3.68,0.37,1.1,0.9822600839,0.033858,10.224558,0.083754,10.883754,0.05643,10.32253,6.26058052351e+27,1.2136426767,3.67033864113,0.275852007424,RGB
113,,212341801,4.5697,2.6125,8.4014,1.4624,14.638,1.201,1.0184,1.4103,0.8787,1.6864,2.6398,2.627,2.6522,2.615,2.6643,8.5064,7.8983,9.1509,7.3971,9.9378,-2.7284,-2.7569,-2.7003,-2.7882,-2.6764,0.8834,0.6844,1.0911,0.4668,1.2765,0.9762,0.7633,1.2023,0.5327,1.4039,1.706,1.4625,1.9714,1.2079,2.2052,0.9094,0.6969,1.1347,0.4665,1.3366,0.6616,0.4578,0.8757,0.2358,1.0676,0.529,0.3324,0.7346,0.1171,0.9189,1.4242,1.1817,1.6919,0.9295,1.9294,-0.5455,-0.7294,-0.3553,-0.9331,-0.1842,-1.0832,-1.2542,-0.9078,-1.4454,-0.7517,-1.1623,-1.3311,-0.9899,-1.5206,-0.8359,-1.199,-1.3671,-1.0271,-1.5556,-0.8743,-1.1371,-1.3074,-0.9625,-1.4973,-0.8072,-1.2298,-1.3978,-1.0582,-1.5858,-0.9057,-1.2408,-1.4082,-1.0696,-1.596,-0.917,0.467,0.2388,0.6877,0.0176,0.9002,11.0268,10.8961,11.154,10.7628,11.2751,1604.5609,1510.8241,1701.3975,1420.9167,1798.9204,6,griJHKs,56.03,1.484,5.581,0.1807,4649,100,45.589,315.788,-0.571,0.2,-99.9,1.4779015449,9.6598876896,1,5.581,56.03,3,1,5.72,56.09,1,5.61,55.8,0.084,1.18,0.08,3.5,0.16,0.9,1.1705751772,0.053238,9.917738,0.131694,10.612994,0.08873,10.03233,1.16564610305e+28,1.483594787,3.66735954618,0.241278262593,RGB
114,,212342273,13.0075,4.3574,26.8816,2.2348,36.6943,0.8738,0.7075,1.1987,0.644,1.4655,2.4379,2.4155,2.46,2.394,2.4809,9.1737,8.3007,10.749,7.8651,11.6686,-2.9672,-3.0259,-2.9187,-3.0709,-2.8801,0.7984,0.3857,1.0261,0.1586,1.1447,0.9202,0.4847,1.154,0.2312,1.2809,1.6759,1.2209,1.9164,0.9102,2.0675,0.8579,0.4187,1.0929,0.1652,1.219,0.5921,0.1661,0.8236,-0.0692,0.9447,0.4456,0.0298,0.6744,-0.1924,0.7919,1.385,0.9298,1.6254,0.625,1.7789,-0.6497,-1.0508,-0.4238,-1.2508,-0.3106,-1.2177,-1.5914,-0.9973,-1.7755,-0.8844,-1.2998,-1.6716,-1.0793,-1.8526,-0.9658,-1.3383,-1.7095,-1.1177,-1.8891,-1.0038,-1.2768,-1.6454,-1.0582,-1.8294,-0.9462,-1.3721,-1.7406,-1.1527,-1.9212,-1.039,-1.3848,-1.7514,-1.1658,-1.9318,-1.0529,0.2182,-0.0417,0.5327,-0.3311,0.9777,9.656,9.5012,9.8636,9.3925,10.2213,853.5115,794.7543,939.1316,755.9461,1107.2914,5,grJHKs,35.79,1.9143,4.14,0.3194,4665,100,44.931,319.693,-0.586,0.2,-99.9,1.2786556716,10.1141938346,1,4.14,35.79,3,1,3.8,35.06,1,4.04,31.7,0.077,0.88,0.02,1.96,0.31,1.7,0.6282944514,0.0248748,8.3810748,0.0615324,9.0678324,0.041458,8.479758,1.3744615314e+28,1.55516066016,3.66885164808,0.432267845207,RGB
115,,212344068,24.5275,13.1937,34.3821,7.0646,38.5508,0.7221,0.6558,0.859,0.6304,1.0294,2.2921,2.2721,2.314,2.2537,2.3347,9.8936,9.4538,10.6177,9.1797,11.4693,-3.1449,-3.1757,-3.1163,-3.2071,-3.0903,0.6842,0.5126,0.7892,0.332,0.8531,0.8229,0.6441,0.9332,0.4578,1.0024,1.5938,1.4088,1.7148,1.2213,1.8003,0.763,0.5832,0.8734,0.3958,0.9421,0.4868,0.3112,0.5942,0.127,0.6604,0.3319,0.1595,0.4372,-0.0222,0.5014,1.2951,1.1108,1.4167,0.9241,1.5037,-0.7761,-0.9436,-0.6738,-1.1223,-0.6128,-1.3631,-1.5235,-1.2633,-1.6965,-1.2016,-1.4471,-1.6067,-1.3476,-1.7792,-1.2861,-1.4869,-1.6457,-1.3874,-1.8181,-1.3255,-1.4244,-1.5832,-1.3253,-1.7542,-1.2639,-1.5225,-1.6812,-1.423,-1.8524,-1.3608,-1.5358,-1.6935,-1.4366,-1.8648,-1.3748,0.4058,0.2609,0.5645,0.1175,0.7383,10.2111,10.1417,10.305,10.0847,10.4287,1102.1205,1067.4164,1150.7869,1039.7969,1218.248,5,grJHKs,26.7,1.4861,3.384,0.1467,4380,100,44.992,319.634,-1.0,0.2,-99.9,1.0819717931,10.3896532844,1,3.384,26.7,2,0,-99.9,-99.9,1,3.33,26.2,0.068,0.72,-99.9,-99.9,0.13,1.3,0.8042722085,0.0462612,8.8102612,0.1144356,9.5494356,0.077102,8.925102,1.24234457309e+28,1.5112701381,3.6414741105,0.188075543333,RGB
